OPERATOR_CD,AIRCRAFT_CD,FLEET_CD,CHAPTER_CD,PART_GROUP_CD,PART_NUMBER,SERIAL_NUMBER,INSTALL_DT,REMOVAL_DT,REMOVED_BOOL,AIRCRAFT_AGE,REPETITIVE_FAULT_QT,MEL_QTY,DELAY_QTY,TIME_SINCE_INSTALL_CYCLES,TIME_SINCE_NEW_CYCLES
VST,478,737,22,UP1BR74P,0LMYDNDFTU,SD18QAX,3/29/2017 12:11:28 PM,7/28/2018,1,17,0,201,36,1237,1237
VST,478,737,23,4TNKX8PC,R0RN6M3JEV,STL8N7W,6/12/2018 07:00:00 AM,6/12/2018,1,18,0,,,-14,0
VST,478,737,23,1GL4OC1D,SQ0LY8JA1E,SB91MW9,8/23/2016 03:39:37 PM,8/13/2016,1,16,0,,,-20,0
VST,835,737,34,SKTN555O,TD3LBSL2PM,S084FME,10/9/2016 03:02:42 PM,9/25/2016,1,19,0,,,0,0
VST,835,737,34,37K9JZ1G,1TH7T6WSMT,SAPKK3C,5/10/2019 04:34:00 PM,5/11/2019,1,21,0,1,,2,18501
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,SQLJBF6,9/17/2016 11:38:15 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,SXIFYD6,9/17/2016 11:38:28 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,SGC33IX,9/17/2016 11:38:16 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,SNL2YRM,9/17/2016 11:38:30 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,SXJ9G5D,9/17/2016 11:38:15 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,S5M3K2B,9/17/2016 11:38:29 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,S6OKM0K,9/17/2016 11:38:18 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,SAGLLVJ,9/17/2016 11:38:14 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,S0EN3G9,9/17/2016 11:38:30 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,SCRT79N,9/17/2016 11:38:35 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,S564PDX,9/17/2016 11:38:19 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,SPQB3N7,9/17/2016 11:38:16 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,S77U1RQ,9/17/2016 11:38:36 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,S2H5R1K6,MM7X0OIDDN,S9XPKMW,9/17/2016 11:38:15 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,5L7Y8H1R,CCTRF63Q3X,SHI6LA6,9/17/2016 11:38:23 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,5L7Y8H1R,CCTRF63Q3X,S1IX6WQ,9/17/2016 11:38:21 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,5L7Y8H1R,CCTRF63Q3X,SYFI9RM,9/17/2016 11:38:23 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,5L7Y8H1R,CCTRF63Q3X,S26C653,9/17/2016 11:38:25 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,X37DKZXY,6E9PY9GPA4,SBNN7VY,9/17/2016 11:38:39 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,X37DKZXY,6E9PY9GPA4,SLCW4VW,9/17/2016 11:38:37 AM,9/8/2017,1,19,13,158,40,1005,1005
VST,835,737,35,Y4J2M62Q,73VWPUBCY2,ST285GN,7/7/2019 01:10:00 PM,7/7/2019,1,22,0,,,0,7001
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,SZXHG5F,11/25/2016 02:44:47 PM,12/13/2016,1,19,0,13,4,64,1285
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,S7IYX58,2/9/2017 05:13:37 PM,2/26/2017,1,19,0,5,2,65,1900
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,S17DLW7,4/24/2017 04:39:00 PM,5/13/2017,1,19,2,6,3,58,265
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,SMMLQ4A,6/2/2017 08:23:00 AM,6/23/2017,1,20,4,9,,54,4199
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,SV8ATOT,6/23/2017 09:06:00 PM,7/17/2017,1,20,0,11,3,46,663
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,SMMLQ4A,9/25/2017 04:33:00 PM,10/17/2017,1,20,0,7,,76,4397
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,SMRH0DX,4/3/2018 05:23:00 PM,4/26/2018,1,20,1,8,,77,19801
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,SP0WTL6,8/5/2018 07:48:00 AM,11/7/2018,1,21,0,6,,68,1858
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,SAL5IGG,1/18/2019 04:44:00 PM,2/8/2019,1,21,0,9,,74,2032
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,SQ9MJUY,5/28/2019 08:59:00 AM,6/22/2019,1,22,2,14,1,71,5060
VST,835,737,35,8WHOXP3G,ZJLUTTH9JU,SO3QVY1,6/22/2019 01:54:00 PM,7/3/2019,1,22,0,8,1,35,3621
VST,478,737,23,HW35LFMF,YIEFJ7HC7G,SXM7PA8,5/2/2015 05:08:40 PM,5/2/2015,1,15,0,,,0,0
VST,478,737,23,6FIFFBCX,U50Z7PVJ7C,ST6Y62C,6/19/2016 01:41:09 PM,6/21/2016,1,16,1,,,0,0
VST,478,737,23,Z6TU71MP,SDG817BMY0,SIPKR91,11/17/2017 10:49:00 PM,5/3/2019,1,17,4,189,8,1435,1435
VST,478,737,23,XR60HJ1O,JK78ZLHKUU,SHFXEKW,6/16/2016 12:40:18 PM,6/21/2016,1,16,1,,,0,0
VST,478,737,23,SGVQIETH,G2RH1GEHC9,S3NZGXE,1/9/2019 03:39:00 PM,1/9/2019,1,18,0,,,0,0
VST,478,737,23,D8AYE21Y,XUWVF4E20O,SEU9QI4,7/3/2017 11:26:00 PM,7/14/2018,1,17,0,128,18,912,25428
VST,478,737,24,WZN2LA9V,M88Q0M71F0,SBXRRH0,2/11/2018 03:12:00 PM,7/5/2018,1,17,0,63,,389,10311
VST,478,737,25,S04UURKG,ZANSU11AEN,SB4ZJNU,10/15/2018 12:40:00 AM,10/15/2018,1,18,0,,,0,0
VST,478,737,25,9OEYFG52,08FUHAGPYV,SX3A0EF,12/8/2015 04:46:30 PM,12/8/2015,1,15,0,,,74,74
VST,478,737,25,40CAQRFV,AP9D72PK1Q,SCMMVNC,3/28/2016 11:20:10 AM,3/27/2016,1,16,0,,,0,0
VST,478,737,25,40CAQRFV,AP9D72PK1Q,SJNG2DR,1/31/2017 05:25:01 PM,3/18/2017,1,16,0,22,10,174,174
VST,478,737,25,40CAQRFV,AP9D72PK1Q,S572KQO,11/28/2015 09:04:47 AM,7/12/2017,1,15,18,305,88,1779,1779
VST,478,737,25,40CAQRFV,AP9D72PK1Q,S9MJIPT,10/11/2017 01:10:00 PM,12/23/2017,1,17,2,30,1,190,190
VST,478,737,25,40CAQRFV,AP9D72PK1Q,SCMMVNC,12/23/2017 07:24:00 AM,8/5/2018,1,17,2,85,4,628,1638
VST,478,737,25,40CAQRFV,AP9D72PK1Q,S6GL3T5,9/10/2018 04:17:00 PM,9/14/2018,1,18,1,3,,14,14
VST,478,737,25,40CAQRFV,AP9D72PK1Q,SAASVIF,7/1/2019 07:58:00 AM,7/14/2019,1,19,0,4,,0,0
VST,478,737,25,X3F7CVEI,AR64E93ZQR,S4IMNTR,7/18/2017 01:24:00 AM,8/31/2017,1,17,0,19,9,64,16967
VST,478,737,25,0POGQ0ZF,L58CXGJCX3,SELHFPY,3/20/2019 07:30:00 AM,3/20/2019,1,19,0,,,0,0
VST,478,737,25,40CAQRFV,AP9D72PK1Q,S98GWN2,12/3/2017 10:28:00 PM,4/11/2018,1,17,2,36,5,418,418
VST,478,737,25,40CAQRFV,AP9D72PK1Q,SYJ3776,6/1/2018 02:28:00 PM,6/8/2018,1,18,0,7,,13,518
VST,478,737,25,S04UURKG,ZANSU11AEN,SDWHHPW,5/15/2016 03:20:14 PM,5/16/2016,1,16,0,,,0,0
VST,478,737,25,S04UURKG,OMG575TXXO,SBU72D4,5/16/2016 09:44:00 AM,5/16/2016,1,16,0,,,0,0
VST,478,737,25,S04UURKG,OMG575TXXO,SXSRV7J,5/16/2016 09:44:02 AM,1/3/2017,1,16,2,87,21,573,16728
VST,478,737,25,S04UURKG,OMG575TXXO,S2O7HBL,3/4/2019 11:07:00 PM,3/4/2019,1,18,0,,,0,0
VST,478,737,25,S04UURKG,ZANSU11AEN,SHN0RZD,11/11/2016 10:09:54 PM,2/11/2018,1,16,8,202,60,1447,1447
VST,478,737,25,S04UURKG,ZANSU11AEN,SKOFYJJ,12/19/2018 10:32:00 AM,12/19/2018,1,18,0,,,0,0
VST,478,737,25,S04UURKG,OMG575TXXO,SYXV5IJ,12/18/2018 02:30:00 PM,12/18/2018,1,18,0,,,0,0
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SMI2QW7,9/12/2015 09:32:49 AM,11/29/2015,1,15,1,9,4,11,1009
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SVJF8KR,3/7/2016 09:41:26 AM,3/21/2016,1,15,0,4,2,54,1867
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,SMXZ4DJ,3/20/2017 11:21:04 AM,4/4/2017,1,19,0,6,3,58,3013
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,SJ9S0OO,3/10/2017 08:12:43 AM,4/24/2017,1,19,0,17,5,158,829
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,SC8ABVY,4/24/2017 08:07:00 AM,5/8/2017,1,19,2,5,2,42,264
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,S7H4RTI,5/22/2017 07:20:00 AM,6/14/2017,1,19,1,11,,80,1071
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,SAC50G4,9/20/2017 11:52:00 PM,9/22/2017,1,20,0,3,,4,3221
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,S64SJFK,12/7/2017 07:49:00 AM,12/7/2017,1,20,0,,,0,0
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,SDGXM6N,1/9/2018 07:15:00 AM,2/6/2018,1,20,0,9,1,95,5127
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,S7CXK3G,2/8/2018 08:45:00 AM,4/2/2018,1,20,0,20,5,182,9816
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,SQW7XDV,12/18/2017 08:36:00 AM,4/11/2018,1,20,2,45,6,391,6069
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,SC8ABVY,2/6/2018 12:16:00 PM,5/4/2018,1,20,2,35,5,294,608
VST,835,737,35,JXK1JF3A,FDO7Z6CGG5,SSQ6RJS,1/3/2019 03:52:00 PM,1/16/2019,1,21,2,7,,48,6575
VST,835,737,35,JXK1JF3A,LGKCSK7X1K,SKI33SD,9/17/2016 02:16:28 PM,11/30/2016,1,19,0,38,8,178,1081
VST,835,737,35,JXK1JF3A,LGKCSK7X1K,SMUK7TN,1/25/2017 07:48:20 AM,2/20/2017,1,19,0,9,1,101,230
VST,835,737,35,JXK1JF3A,LGKCSK7X1K,S5JW9RU,1/26/2017 05:15:52 PM,3/14/2017,1,19,0,20,4,175,664
VST,835,737,35,JXK1JF3A,LGKCSK7X1K,SAVLRCV,3/20/2017 11:21:02 AM,3/20/2017,1,19,0,,,0,0
VST,835,737,35,JXK1JF3A,LGKCSK7X1K,SUIAQEH,3/21/2017 07:48:34 AM,3/21/2017,1,19,0,,,0,841
VST,835,737,35,JXK1JF3A,LGKCSK7X1K,SQ30AQR,4/4/2017 07:17:29 AM,4/13/2017,1,19,0,5,1,32,259
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SGNI6VY,3/21/2016 03:09:03 PM,3/31/2016,1,16,2,1,3,40,2002
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,S8QM6WK,12/26/2016 08:05:41 AM,1/25/2017,1,16,2,15,3,108,434
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SZ343QB,3/19/2017 07:47:12 AM,4/7/2017,1,17,0,15,6,56,4934
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SGWH796,1/19/2018 08:26:00 AM,1/31/2018,1,17,0,1,,37,958
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SO1FUQS,1/31/2018 07:40:00 AM,2/12/2018,1,17,2,4,,32,4115
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SXIF09N,3/22/2018 05:16:00 PM,4/13/2018,1,18,0,9,,73,5943
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SOH2RU6,5/8/2018 10:32:00 PM,5/15/2018,1,18,0,6,,14,6351
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SOHTP13,6/8/2018 07:59:00 AM,7/6/2018,1,18,0,18,,68,549
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SP5GI36,7/25/2018 07:15:00 AM,8/24/2018,1,18,0,10,,80,1624
VST,478,737,25,OKW3UUYP,YCTL4X6CZW,SGWH796,3/5/2019 10:07:00 AM,5/5/2019,1,18,2,20,,190,1768
VST,478,737,25,WAM5V655,A14JWPYONQ,S78IH3G,11/13/2017 07:42:00 AM,1/19/2018,1,17,0,26,5,210,210
VST,478,737,25,63AKIVTM,YIMYFTKOK4,S4FY4I0,11/20/2015 01:37:36 PM,12/4/2015,1,15,4,16,7,24,24
VST,478,737,25,9J9W5M2K,VBN6R8TFNO,SQ57QOQ,12/11/2016 04:20:12 PM,3/27/2017,1,16,4,56,18,396,945
VST,478,737,25,9J9W5M2K,VBN6R8TFNO,SPS332X,6/21/2017 02:42:00 AM,6/21/2017,1,17,0,,,0,12919
VST,478,737,26,T5T2WCBO,DILSCF2ZGG,S2DIFC8,6/20/2016 05:23:03 PM,6/20/2016,1,16,0,,,0,0
VST,478,737,26,KKDEVE2M,7FAJLS2NSS,SCKHG12,3/28/2015 10:33:49 AM,3/29/2015,1,15,0,,,0,9047
VST,478,737,27,O2TTMHGN,CH4796JKU6,SXASB2W,5/21/2016 12:55:36 PM,6/14/2016,1,16,0,,,0,0
VST,478,737,27,QP2NMVD1,SER9L2EL72,SL094LA,10/18/2017 12:33:00 PM,10/18/2017,1,17,0,,,0,0
VST,478,737,27,QP2NMVD1,SER9L2EL72,SS09Y9E,10/18/2017 12:29:00 PM,10/18/2017,1,17,0,,,0,0
VST,478,737,27,QP2NMVD1,SER9L2EL72,SIL5DCG,10/18/2017 02:36:00 PM,10/18/2017,1,17,0,,,0,0
VST,478,737,27,O2TTMHGN,TDPJ6QU4K7,SQ7T0EQ,6/7/2016 08:16:22 AM,10/23/2017,1,16,0,226,69,1321,1321
VST,478,737,27,LFQDHPC6,VK5EBJNKCK,SYFCBEU,5/23/2016 11:11:47 AM,6/16/2016,1,16,0,,,0,0
VST,478,737,27,UB08RVRP,4BDTD38HY3,SWG9ZOB,10/23/2017 11:16:00 AM,12/26/2018,1,17,0,160,6,1162,1162
VST,478,737,28,JZ8DLQT2,8AZ22YC3X0,SZDRSZS,6/21/2016 03:02:36 PM,6/21/2016,1,16,0,,,0,0
VST,478,737,32,KRVNUSZO,KAI4445SIT,SXZIFFS,3/19/2018 07:30:00 AM,6/13/2018,1,18,0,41,,220,823
VST,478,737,32,KRVNUSZO,KAI4445SIT,S8SGNY7,8/7/2018 07:20:00 PM,11/12/2018,1,18,0,37,1,280,1573
VST,478,737,32,KRVNUSZO,KAI4445SIT,SXPQM5N,8/7/2018 07:20:00 PM,11/18/2018,1,18,0,37,1,302,1307
VST,478,737,32,KRVNUSZO,KAI4445SIT,SQFOKDZ,3/10/2019 07:28:00 AM,6/11/2019,1,19,0,32,,274,1978
VST,478,737,32,FHBEJT36,K49TK70AOI,S81K0D9,4/7/2016 04:52:45 PM,7/16/2016,1,16,0,32,6,197,197
VST,478,737,32,FHBEJT36,K49TK70AOI,SFSKY6W,7/17/2016 10:20:40 AM,10/25/2016,1,16,0,44,9,270,270
VST,478,737,32,FHBEJT36,K49TK70AOI,SIHHAMR,7/17/2016 10:20:39 AM,10/25/2016,1,16,0,44,9,270,270
VST,478,737,32,FHBEJT36,K49TK70AOI,SDIKBFX,10/25/2016 02:15:53 AM,1/3/2017,1,16,0,27,8,218,581
VST,478,737,32,FHBEJT36,K49TK70AOI,SY553NQ,10/25/2016 02:15:53 AM,1/3/2017,1,16,0,27,8,218,218
VST,478,737,32,FHBEJT36,K49TK70AOI,SO9CAHM,12/29/2017 08:24:00 AM,2/23/2018,1,17,0,13,3,173,187
VST,478,737,32,FHBEJT36,K49TK70AOI,SDIKBFX,3/10/2018 09:22:00 AM,5/15/2018,1,18,0,27,,185,1353
VST,478,737,32,FHBEJT36,K49TK70AOI,SCJOCGV,2/23/2018 05:44:00 PM,5/23/2018,1,17,0,30,,249,11831
VST,478,737,32,FHBEJT36,K49TK70AOI,SKSHWTQ,8/19/2018 10:42:00 PM,11/11/2018,1,18,0,34,1,250,1136
VST,478,737,32,FHBEJT36,K49TK70AOI,S37KQF4,3/5/2019 02:33:00 PM,5/5/2019,1,18,0,20,,190,827
VST,478,737,33,BQXCHIE2,HLSNDP616T,SJLMNR5,1/3/2017 02:37:12 PM,1/3/2017,1,16,0,,,0,0
VST,478,737,33,00XZ0Z1L,YTLZPV5M5I,SC468IR,4/17/2019 08:16:00 AM,4/17/2019,1,19,0,,,0,0
VST,478,737,33,BQXCHIE2,HLSNDP616T,SWM6BDB,1/3/2017 02:37:14 PM,10/28/2017,1,16,4,141,48,758,758
VST,478,737,33,IO2BI6D7,4RQGCH7WVB,SG3QQBU,6/15/2016 10:23:29 AM,6/20/2016,1,16,0,,,0,88
VST,478,737,33,IO2BI6D7,4RQGCH7WVB,SDY3VW0,6/15/2016 10:23:28 AM,6/20/2016,1,16,0,,,0,96
VST,478,737,33,IO2BI6D7,4RQGCH7WVB,SCJ6FL9,6/16/2016 03:17:02 PM,6/20/2016,1,16,0,,,0,96
VST,478,737,33,IO2BI6D7,4RQGCH7WVB,SUHT0MD,6/15/2016 10:23:29 AM,10/23/2017,1,16,6,226,69,1321,1321
VST,478,737,33,IO2BI6D7,4RQGCH7WVB,SOX331W,6/16/2016 02:58:36 PM,12/29/2018,1,16,6,386,75,0,0
VST,478,737,33,IO2BI6D7,4RQGCH7WVB,S9JXL1X,6/15/2016 10:23:30 AM,12/29/2018,1,16,6,386,75,0,833
VST,478,737,33,IO2BI6D7,4RQGCH7WVB,SGPAE1E,1/16/2019 02:24:00 PM,1/16/2019,1,18,0,,,0,96
VST,478,737,33,PD56NVEU,QAHSJ7ABJ0,SLSB4SD,6/16/2016 03:25:19 PM,6/20/2016,1,16,0,,,0,0
VST,478,737,33,05F0KKPU,J6L62K2ECS,SHZ56OW,3/25/2015 10:42:12 AM,3/25/2015,1,15,0,,,0,0
VST,478,737,34,9GF0NPP1,BQ02ELJQO9,SWM9DDC,6/11/2016 05:04:28 PM,11/6/2017,1,16,2,233,69,1362,1362
VST,478,737,34,0B34RUZA,8EBJKNHVJ0,SY0NDUD,8/30/2016 10:34:54 PM,8/31/2017,1,16,2,190,61,1111,1916
VST,478,737,34,KOEMHDCE,W2TKVXDRRH,SRAKYQH,10/22/2017 10:17:00 AM,5/1/2019,1,17,4,200,8,1503,5391
VST,478,737,34,MTJBEUN4,VGUHYY5N2A,SMLDWL6,4/20/2016 03:26:09 PM,4/19/2016,1,16,0,,,-5,0
VST,478,737,34,NSYOWZF5,UA3C28P2L2,S65RYLY,9/18/2016 01:26:54 PM,9/22/2016,1,16,0,2,,8,25
VST,478,737,34,NSYOWZF5,UA3C28P2L2,S65RYLY,4/21/2017 08:05:00 AM,5/13/2017,1,17,0,10,3,66,107
VST,478,737,34,70J139RY,INMPMQTE8V,SCAGI3U,12/21/2015 09:22:08 AM,4/13/2017,1,15,4,232,62,1482,1456
VST,478,737,34,SKTN555O,TD3LBSL2PM,SIH68BL,11/25/2015 01:07:41 PM,11/20/2015,1,15,0,,,-3,0
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,S3X3HI5,12/16/2015 02:29:12 PM,1/14/2016,1,15,3,19,6,101,2583
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,SLM27JG,1/14/2016 08:23:04 AM,2/12/2016,1,15,2,23,6,119,11405
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,SSUIDNU,3/30/2016 04:49:28 PM,4/29/2016,1,16,0,20,1,106,1690
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,SMMLQ4A,10/15/2016 04:30:48 PM,11/16/2016,1,16,3,10,2,90,3727
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,S4VWWL9,12/22/2016 07:51:50 AM,1/18/2017,1,16,5,10,3,106,19309
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,S9OWDSL,2/17/2017 04:57:53 PM,3/14/2017,1,16,0,8,6,94,4872
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,SV8ATOT,8/3/2017 01:16:00 AM,8/24/2017,1,17,0,9,5,62,725
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,SNIZBY9,10/30/2017 07:28:00 AM,11/25/2017,1,17,0,12,,74,9937
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,S7UOBI3,3/10/2018 09:14:00 AM,4/14/2018,1,18,0,12,,119,1579
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,S28MOPC,6/6/2018 05:32:00 PM,7/8/2018,1,18,0,19,,76,18064
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,SMMLQ4A,2/1/2019 07:25:00 AM,2/28/2019,1,18,0,12,1,97,5146
VST,478,737,35,8WHOXP3G,ZJLUTTH9JU,SLW8W0A,2/28/2019 06:49:00 AM,3/28/2019,1,18,0,11,1,98,20694
VST,478,737,35,X37DKZXY,6E9PY9GPA4,STBJTXZ,2/3/2015 02:43:40 PM,5/24/2016,1,14,6,116,33,698,698
VST,478,737,35,X37DKZXY,6E9PY9GPA4,SJW2IQZ,2/3/2015 02:43:41 PM,5/24/2016,1,14,6,116,33,698,698
VST,478,737,35,MCEV46VO,FDO7Z6CGG5,SSQ6RJS,3/28/2015 12:47:57 PM,4/26/2015,1,15,0,5,,19,4688
VST,478,737,30,P9AUV2I2,V04OIRQBY5,S7ET0GN,12/22/2015 08:47:25 AM,12/20/2015,1,15,0,,,0,0
VST,478,737,31,B55RLT5E,HDSEMHZRSJ,SU74VWK,9/18/2018 06:58:00 AM,11/12/2018,1,18,1,23,1,170,816
VST,478,737,32,JH99AZXC,6TJ5I4R2RU,SGNDDDK,4/15/2017 04:30:00 PM,5/19/2019,1,17,8,288,36,1935,1935
VST,478,737,32,JH99AZXC,6TJ5I4R2RU,SWIRSIY,12/19/2018 02:22:00 PM,5/29/2019,1,18,2,52,2,425,1969
VST,478,737,32,5GQJ9G9W,N0K0TWRGMM,SCZVKRX,11/16/2016 02:58:25 PM,3/23/2017,1,16,0,63,21,450,450
VST,478,737,32,5GQJ9G9W,N0K0TWRGMM,SSCBYQ7,9/3/2016 05:47:08 PM,4/5/2017,1,16,2,99,31,696,696
VST,478,737,32,5GQJ9G9W,N0K0TWRGMM,S8PXU66,4/11/2017 05:08:01 PM,4/15/2017,1,17,0,4,1,14,14
VST,478,737,32,5GQJ9G9W,N0K0TWRGMM,SQV1PDW,3/7/2017 08:13:18 AM,4/15/2017,1,16,2,25,8,132,132
VST,478,737,32,5GQJ9G9W,N0K0TWRGMM,STA2O5N,4/5/2017 04:57:39 PM,4/15/2017,1,17,0,8,2,30,30
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,SC2I4DY,12/28/2015 05:25:43 PM,2/12/2016,1,15,0,33,8,175,175
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,SH1TLYT,12/9/2015 03:37:34 PM,2/19/2016,1,15,2,49,15,254,254
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,S3YLH5F,12/12/2015 05:01:37 PM,2/20/2016,1,15,2,48,15,244,244
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,SSG8PO9,12/26/2015 11:06:42 AM,2/26/2016,1,15,0,43,11,242,242
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,SAWB82X,12/28/2015 02:57:43 PM,3/10/2016,1,15,0,52,13,285,285
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,SPOE0OF,4/28/2016 05:25:49 PM,7/21/2016,1,16,0,21,6,140,140
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,SYDSWG4,6/8/2016 01:29:09 PM,11/16/2016,1,16,0,67,15,419,419
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,S7F0OFV,7/21/2016 08:46:56 AM,12/6/2016,1,16,0,58,14,367,753
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,SH66A4M,10/28/2016 08:26:50 AM,1/16/2017,1,16,0,32,10,256,580
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,SUZFN63,10/25/2016 02:26:29 AM,1/22/2017,1,16,0,34,11,294,294
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,SXULQ1B,2/24/2017 02:53:47 PM,4/15/2017,1,16,2,31,11,171,171
VST,478,737,32,NYVOVD8K,NQRH2TD2BP,SETK6EI,2/23/2017 08:35:35 AM,4/15/2017,1,16,2,31,11,176,176
VST,478,737,32,KRVNUSZO,KAI4445SIT,SOF4SHP,4/15/2017 04:30:00 PM,7/21/2017,1,17,0,60,19,274,481
VST,478,737,32,KRVNUSZO,KAI4445SIT,S8SGNY7,4/15/2017 04:30:00 PM,8/6/2017,1,17,2,69,23,316,533
VST,478,737,32,KRVNUSZO,KAI4445SIT,SHXFLAV,4/15/2017 04:30:00 PM,8/6/2017,1,17,2,69,23,314,547
VST,478,737,32,KRVNUSZO,KAI4445SIT,SWXH31A,7/21/2017 04:25:00 PM,12/31/2017,1,17,6,48,11,324,556
VST,478,737,32,KRVNUSZO,KAI4445SIT,SMHRUG3,8/6/2017 12:17:00 PM,1/7/2018,1,17,4,40,7,304,733
VST,478,737,32,KRVNUSZO,KAI4445SIT,SRTF08I,3/7/2018 07:32:00 AM,5/31/2018,1,17,0,35,,233,1207
JUE,763,737,25,OKW3UUYP,YCTL4X6CZW,SQ7PE4B,10/4/2014 01:49:28 PM,12/26/2014,1,15,2,35,2,178,11532
JUE,763,737,25,OKW3UUYP,YCTL4X6CZW,SG6AVSB,6/22/2015 11:30:02 AM,10/17/2015,1,15,5,47,2,266,894
JUE,763,737,25,OKW3UUYP,YCTL4X6CZW,SVQ0FDG,10/26/2015 01:21:59 PM,11/14/2015,1,16,0,15,,68,4407
JUE,763,737,25,OKW3UUYP,YCTL4X6CZW,SMLDXV8,3/27/2016 01:19:30 PM,6/18/2016,1,16,0,48,1,166,188
JUE,763,737,25,OKW3UUYP,YCTL4X6CZW,SLAH99D,9/10/2016 03:35:01 PM,12/24/2016,1,17,0,58,1,235,4628
